score,title,company,location,url,why
0,"Director, Software Engineering (Python, Individual Contributor)",Fidelity Investments,"US, New Jersey, Hudson County, Five Corners",https://www.adzuna.com/land/ad/5449018092?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=3FD6D57ABDDE42E9FC23A26713B778FE88F7E893,"```json
{""score"": 45, ""explanation"": ""The candidate has strong experience in software engineering and a focus on fintech, which aligns with the job's industry. However, the position is for a Director "
0,Software Engineer,Yext,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5446714612?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=4EE74FCDFBCE0C2D6CD52D5A6918CF19333950A4,"```json
{""score"": 70, ""explanation"": ""The candidate has relevant experience as a software engineer and a strong background in backend systems and automation, which aligns with the role. However, the j"
0,Software Engineer,Yext,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5446714501?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=6B8D0140801014B569825AF57F1FE65DD5F94BF6,"```json
{""score"": 75, ""explanation"": ""The candidate has relevant experience as a software engineer and a strong background in backend systems, which aligns well with the role. However, the job is loca"
0,Software Engineer,SendGrid,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5381313805?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=80AB75A67413A81907B003CBEBCCEFE7648B17D9,"```json
{""score"": 70, ""explanation"": ""The candidate has relevant experience as a software engineer and a strong background in backend systems and full-stack development. However, the job is located in"
0,Software Engineer,SendGrid,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5381313841?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=714C9597A060D8A62DB26E5C1C80BD262A7C16C5,"```json
{""score"": 70, ""explanation"": ""The candidate has relevant experience as a software engineer and a strong background in backend systems and full-stack development. However, the job is located in"
0,Software Engineer,"40HRS, Inc.","US, New York, New York City, Manhattan, Church Street",https://www.adzuna.com/land/ad/5428740222?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=9EEA9B8F55880BD072E4472B9B0602308758B9AA,"```json
{""score"": 75, ""explanation"": ""The candidate has relevant experience as a Software Engineer and a strong background in backend systems, which aligns well with the role. However, the job locatio"
0,Software Engineer,Robert Half,"US, New York, New York City",https://www.adzuna.com/land/ad/5453660704?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=873F7D81A690BBA3BD75B16C6F4E560F7D72CC3E,"```json
{""score"": 75, ""explanation"": ""The candidate has relevant experience as a software engineer and a strong background in backend systems, which aligns well with the role. However, the job is loca"
0,Senior Software Engineer,Zip,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5415098910?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=2A7FEE16017BD1ADE3173AA0BF04E53328CD9D67,"```json
{""score"": 75, ""explanation"": ""The candidate has relevant experience in software engineering and a strong focus on fintech, which aligns well with the role at Zip. However, the position is for "
0,Software Engineer,Sales Demo - Tim Zhang,"US, New Jersey, Hudson County, Jersey City",https://www.adzuna.com/land/ad/5453330179?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=9D6C2C6399B4D6C82D41CBC8FAAA00B55272E561,"```json
{""score"": 85, ""explanation"": ""The candidate has relevant experience as a Software Engineer and has worked with technologies that align well with the job requirements. The location in Jersey Ci"
0,Senior Software Engineer,Genesis10,"US, New York, New York City, Manhattan, Gramercy Park and Murray Hill",https://www.adzuna.com/land/ad/5428740278?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=5B0699B2D3C97A0CCE306D4037607DB56D59629B,"```json
{""score"": 60, ""explanation"": ""The candidate has solid experience as a software engineer, particularly in backend systems and fintech, which aligns with the job's focus. However, the position i"
0,Senior Software Engineer,CyberCoders,"US, New York, New York City",https://www.adzuna.com/land/ad/5446381982?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=F876C5F1F393FD506BF4142CBFCE42A5A9F6A10E,"```json
{""score"": 70, ""explanation"": ""The candidate has strong experience as a software engineer with relevant skills in Python, C++, and full-stack development. However, the position is for a Senior "
0,Sr. Software Engineer,Robert Half,"US, New York, New York City",https://www.adzuna.com/land/ad/5408266016?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=0E8A9F09A026DA50186F0823034D0C9D78ABA248,"```json
{""score"": 75, ""explanation"": ""The candidate has strong experience as a software engineer with relevant skills in Python, C++, and full-stack development. However, the job title 'Sr. Software E"
0,Senior Software Engineer | Security,ExtraHop,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5408525364?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=90E32FCA8C625D1351A518E7B6543DF137BFADFF,"```json
{""score"": 45, ""explanation"": ""The candidate has a strong background in software engineering with experience in fintech and backend systems, but the job is for a Senior Software Engineer in Sec"
0,Software Engineer III | Platform,ExtraHop,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5410742387?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=857F6AAE563C58653FFE8577E1753BFAC42CA1D1,"```json
{""score"": 75, ""explanation"": ""The candidate has relevant experience as a software engineer and a strong background in backend systems, which aligns well with the role. However, the job title '"
0,Software Engineer II | MLI,ExtraHop,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5410742373?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=0CF12ED0CF79F9DA294F06453D98E28170335857,"```json
{""score"": 85, ""explanation"": ""The candidate has relevant experience as a Software Engineer and a strong background in backend systems, which aligns well with the requirements for a Software En"
0,Senior Software Engineer - Database,VAST Data,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5375486088?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=DA8542B7DAEEB75388256DF3F0A27453455CEFA6,"```json
{""score"": 55, ""explanation"": ""The candidate has strong experience in software engineering, particularly in backend systems and data pipelines, which aligns with the role. However, the position"
0,Senior Software Engineer | Cloud,ExtraHop,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5408525519?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=1C3457751E82BB5A25018B5D491B21359578611A,"```json
{""score"": 70, ""explanation"": ""The candidate has strong experience in software engineering and backend systems, which aligns well with the role of a Senior Software Engineer. However, the job i"
0,"Software Engineer, Platform Engineering",Figma,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5447168455?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=C53B5E32E751D9F8D6B412782FE7486BBA30C28A,"```json
{""score"": 60, ""explanation"": ""The candidate has strong backend and full-stack experience, particularly in fintech and systems development, which aligns with the platform engineering role. Howe"
0,"Director, Software Engineering - Growth",Figma,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5447167080?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=624EC8F5B5F7CB9AC37879640E9CBE5C457E3D17,"```json
{""score"": 25, ""explanation"": ""The position of Director, Software Engineering requires extensive leadership experience and a higher level of expertise than the candidate possesses. The candidat"
0,Senior Software Engineer - iOS,Brave Software,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5412233458?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=8064DB6AE018FBC1E75E7DB8BAA6E447CCF7286A,"```json
{""score"": 30, ""explanation"": ""The candidate has a strong background in software engineering, particularly in backend systems and fintech, but the job is for a Senior Software Engineer focused "
0,Senior Software Engineer,Axelon Services Corporation,"US, New York, New York City",https://www.adzuna.com/land/ad/5445824523?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=E4E56AB23371BBC5EF5A983B187E3FFC01934786,"```json
{""score"": 75, ""explanation"": ""The candidate has relevant experience as a software engineer with a focus on backend systems and fintech, which aligns well with the role. However, the job is for"
0,Software Engineer - React,Dexian - DISYS,"US, New York, New York City",https://www.adzuna.com/land/ad/5445826604?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=7B741FA75F5F56C7DC612D4733C2D64E96467868,"```json
{""score"": 70, ""explanation"": ""The candidate has strong experience with React and full-stack development, which aligns well with the job title. However, the position is located in New York City"
0,Java Software Engineer,Dexian - DISYS,"US, New Jersey, Hudson County, Hoboken",https://www.adzuna.com/land/ad/5445821937?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=B7BFD8C195D3E8B1C24E046FAADFD087B4C83A2C,"```json
{""score"": 60, ""explanation"": ""The candidate has a strong background in software engineering with experience in multiple programming languages, including JavaScript and Python, but lacks direct"
0,Senior Software Engineering Support,Rockstar North,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5403125624?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=D681FD6E377619ACEA60E5DF70521A074248BD4A,"```json
{""score"": 45, ""explanation"": ""The candidate has a strong background in software engineering with experience in fintech and backend systems, but the job title 'Senior Software Engineering Suppo"
0,"Vice President, Software Engineer",BGC Partners,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5328305228?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=06698A3FE18836689B903FCF2B1C30AE546FD2CA,"```json
{""score"": 20, ""explanation"": ""The candidate has 3+ years of experience as a software engineer, primarily in backend systems and fintech, but the job title is for a Vice President position, whi"
0,Senior Software Engineer - Security,Foursquare,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5408525337?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=3B5DFEA097BD1A7C24F28390223A4AEFF3515541,"```json
{""score"": 40, ""explanation"": ""The candidate has a strong background in software engineering and fintech, but the job is for a Senior Software Engineer in Security, which may require specialize"
0,Senior Software Engineer â€“ C,Backstop Solutions Group,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5368966395?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=75B7D2856A54464A086189F7753396056A81DDAB,"```json
{""score"": 70, ""explanation"": ""The candidate has strong experience in software engineering, particularly in backend systems and reliability, which aligns well with the role of a Senior Software"
0,Staff Software Engineer - TimeSeries,Samsara,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5404911162?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=1556A9BD8E172C2D0EFFC03F7C80E70CF1B13A11,"```json
{""score"": 55, ""explanation"": ""The candidate has strong experience in software engineering, particularly in backend systems and fintech, which aligns with the role's focus. However, the positio"
0,Senior Software Engineer (C#),Rockstar North,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5403125973?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=D548C247F755FDD6EC486E87C1BDBEF4DE7FAC5C,"```json
{""score"": 30, ""explanation"": ""The candidate has experience primarily in Python, C++, and JavaScript/TypeScript, but lacks specific experience with C#. Additionally, the role is for a Senior So"
0,Staff Software Engineer - Platform,Samsara,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5404910461?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=8FB71445337154C574CB9CCD3DA74DD80BC48543,"```json
{""score"": 65, ""explanation"": ""The candidate has strong experience in software engineering and relevant projects, particularly in fintech and backend systems. However, the role of Staff Softwar"
0,Founding Software Engineer,"Care Dynamics, LLC","US, New York, New York City",https://www.adzuna.com/land/ad/5424686952?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=1D0167BB2B1A79D06758F252FC626B3276632C3B,"```json
{""score"": 75, ""explanation"": ""The candidate has relevant experience as a software engineer and a strong background in building reliable backend systems, which aligns well with the role of a Fo"
0,Sr. Software Engineer,DRH Search,"US, New York, New York City",https://www.adzuna.com/land/ad/5435787275?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=793EB122F11387DDE1CB83DAFBD27277FAFD7660,"```json
{""score"": 75, ""explanation"": ""The candidate has relevant experience as a Software Engineer and has worked on backend systems, which aligns with the requirements for a Sr. Software Engineer rol"
0,Senior Software Engineer,Zubi Talent Group,"US, New York, New York City",https://www.adzuna.com/land/ad/5452485904?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=5FB4ED31F650402FF557AC976DA77F9016CF89C5,"```json
{""score"": 70, ""explanation"": ""The candidate has strong experience as a software engineer with relevant skills in backend systems and fintech, but the position is for a Senior Software Engineer"
0,"Software Engineer, Staff",Merge API,"US, New York, New York City",https://www.adzuna.com/land/ad/5432991464?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=4613C0F0E9C7B8245EBFB7CA82B4EDF1516B3DB4,"```json
{""score"": 65, ""explanation"": ""The candidate has strong experience as a software engineer with a focus on backend systems and fintech, which aligns with the job's requirements. However, the pos"
0,Staff Software Engineer,CoreWeave,"US, New York, New York City",https://www.adzuna.com/land/ad/5414397551?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=124AC38D46FB4ED0C4C035DDE209F414BE125302,"```json
{""score"": 65, ""explanation"": ""The candidate has strong experience as a software engineer with a focus on backend systems and fintech, which aligns with the role of a Staff Software Engineer. H"
0,Software Engineer - Crypto,Career Renew,"US, New York, New York City",https://www.adzuna.com/land/ad/5428681875?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=25FB0BC97580BF5984B6A478DC3DC038DD96816B,"```json
{""score"": 85, ""explanation"": ""The candidate has relevant experience in software engineering and a strong interest in fintech, which aligns well with the crypto focus of the job. Their backgrou"
0,Software Engineer,Insight Global,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5416558389?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=A305F58787E1EAA745674ABD4F092D0DB94F5222,"```json
{""score"": 85, ""explanation"": ""This job posting for a Software Engineer in New York City aligns well with the candidate's experience in software engineering, particularly in fintech and backend"
0,Software Engineer,Meta,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5444720257?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=7ED79FC7B7CEFD2D02769658C0C989B1DE6276DF,"```json
{""score"": 90, ""explanation"": ""The candidate has relevant experience as a Software Engineer at Meta, which aligns perfectly with the job title and company. Their skills in C++, Python, and expe"
0,Software Engineer,Meta,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5428096723?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=2B6A237A223A32FD552186094CB17A7651FCE8E6,"```json
{""score"": 90, ""explanation"": ""The candidate has relevant experience as a Software Engineer at Meta, which aligns perfectly with the job title and company. Their skills in C++, Python, and Reac"
0,Software Engineer,Meta,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5437938145?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=9DC0B4B60275EB1EB36C77786BE948C7F7EC82B0,"```json
{""score"": 90, ""explanation"": ""The candidate has relevant experience as a Software Engineer at Meta, which aligns perfectly with the job title and company. Their skills in C++, Python, and back"
0,Software Engineer,Meta,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5425435996?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=BD187065D8BF9C401A3078795CAA31A42D60EAF7,"```json
{""score"": 95, ""explanation"": ""The candidate has relevant experience as a Software Engineer at Meta, which aligns perfectly with the job title and company. Their skills in C++, Python, and expe"
0,Software Engineer,Meta,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5354305041?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=209F033BC0CE5F39677EC1F238391B316AD5F042,"```json
{""score"": 90, ""explanation"": ""The candidate has relevant experience as a Software Engineer at Meta, which aligns perfectly with the job title and company. Their skills in C++, Python, and expe"
0,Software Engineer,Meta,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5376523768?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=1D0F19C847C6937ABF2308F7565D061C31410E64,"```json
{""score"": 90, ""explanation"": ""The candidate has relevant experience as a Software Engineer at Meta, which aligns perfectly with the job title and company. Their skills in C++, Python, and full"
0,Software Engineer,Meta,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5419860242?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=4012BA73F5DF258059A2BC575D9C309922763E09,"```json
{""score"": 95, ""explanation"": ""The candidate has relevant experience as a Software Engineer at Meta, which aligns perfectly with the job title and company. Their skills in C++, Python, and expe"
0,Software Engineer,Meta,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5405391295?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=38DCD9EB798F4A83A83C7E15C2309F3D2801DC19,"```json
{""score"": 90, ""explanation"": ""The candidate has relevant experience as a Software Engineer at Meta, which aligns perfectly with the job title and company. Their skills in C++, Python, and Reac"
0,Software Engineer,Meta,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5349589865?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=837B24C7DD633D8CACF0E2D8F355B9FBDA9CAA0D,"```json
{""score"": 90, ""explanation"": ""The candidate has relevant experience as a Software Engineer at Meta, which aligns perfectly with the job title and company. Their skills in C++, Python, and Reac"
0,Software Engineer,Meta,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5416549948?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=C88EA9ADDEE1A46A5A8EA51CB474061094C1613C,"```json
{""score"": 90, ""explanation"": ""The candidate has relevant experience as a Software Engineer at Meta, which aligns perfectly with the job title and company. Their skills in C++, Python, and expe"
0,Software Engineer,Meta,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5385355601?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=B7C581838ACF9D8CCAC8A2A8BC3851C0445A1A49,"```json
{""score"": 95, ""explanation"": ""The candidate has relevant experience as a Software Engineer at Meta, which aligns perfectly with the job title and company. Their skills in C++, Python, and full"
0,Software Engineer,Meta,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5414515954?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=EA6BC96C6D3BC703A090F65D1C04B2A964A01C9E,"```json
{""score"": 95, ""explanation"": ""The candidate has relevant experience as a Software Engineer at Meta, which aligns perfectly with the job title and company. Their skills in C++, Python, and full"
0,Software Engineer,Robert Half,"US, New York, New York City, Manhattan, Grand Central",https://www.adzuna.com/land/ad/5452982895?se=HgUEuhGs8BGgYZTupGgQTw&utm_medium=api&utm_source=d27e7d2a&v=5EE284668E9AE66815F5334130264E3D0FFFD9B1,"```json
{""score"": 75, ""explanation"": ""The candidate has relevant experience as a software engineer and a strong background in backend systems, which aligns well with the role. However, the job is loca"
